Unique ID,Vulnerabilities
1298,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1299,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1300,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1301,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1302,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1303,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1304,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1305,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1306,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1307,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1308,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1309,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1310,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1311,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1312,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1313,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1314,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1315,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1316,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1317,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1318,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
